No.	日付	海域	マス	出撃	ランク	敵艦隊	提督レベル	自陣形	敵陣形	自索敵	敵索敵	制空権	会敵	自触接	敵触接	自照明弾	敵照明弾	戦闘種別	艦名1	艦名2	艦名3	艦名4	艦名5	艦名6	自艦隊	開始	攻撃艦	砲撃種別	砲撃回数	表示装備1	表示装備2	表示装備3	クリティカル	ダメージ	かばう	攻撃艦.編成順	攻撃艦.ID	攻撃艦.名前	攻撃艦.種別	攻撃艦.疲労	攻撃艦.戦闘後疲労	攻撃艦.残耐久	攻撃艦.最大耐久	攻撃艦.損傷	攻撃艦.残燃料	攻撃艦.戦闘後残燃料	攻撃艦.最大燃料	攻撃艦.残弾薬	攻撃艦.戦闘後残弾薬	攻撃艦.最大弾薬	攻撃艦.Lv	攻撃艦.速力	攻撃艦.火力	攻撃艦.雷装	攻撃艦.対空	攻撃艦.装甲	攻撃艦.回避	攻撃艦.対潜	攻撃艦.索敵	攻撃艦.運	攻撃艦.射程	攻撃艦.装備1.名前	攻撃艦.装備1.改修	攻撃艦.装備1.熟練度	攻撃艦.装備1.搭載数	攻撃艦.装備1.戦闘後搭載数	攻撃艦.装備2.名前	攻撃艦.装備2.改修	攻撃艦.装備2.熟練度	攻撃艦.装備2.搭載数	攻撃艦.装備2.戦闘後搭載数	攻撃艦.装備3.名前	攻撃艦.装備3.改修	攻撃艦.装備3.熟練度	攻撃艦.装備3.搭載数	攻撃艦.装備3.戦闘後搭載数	攻撃艦.装備4.名前	攻撃艦.装備4.改修	攻撃艦.装備4.熟練度	攻撃艦.装備4.搭載数	攻撃艦.装備4.戦闘後搭載数	攻撃艦.装備5.名前	攻撃艦.装備5.改修	攻撃艦.装備5.熟練度	攻撃艦.装備5.搭載数	攻撃艦.装備5.戦闘後搭載数	攻撃艦.装備6.名前	攻撃艦.装備6.改修	攻撃艦.装備6.熟練度	攻撃艦.装備6.搭載数	攻撃艦.装備6.戦闘後搭載数	防御艦.編成順	防御艦.ID	防御艦.名前	防御艦.種別	防御艦.疲労	防御艦.戦闘後疲労	防御艦.残耐久	防御艦.最大耐久	防御艦.損傷	防御艦.残燃料	防御艦.戦闘後残燃料	防御艦.最大燃料	防御艦.残弾薬	防御艦.戦闘後残弾薬	防御艦.最大弾薬	防御艦.Lv	防御艦.速力	防御艦.火力	防御艦.雷装	防御艦.対空	防御艦.装甲	防御艦.回避	防御艦.対潜	防御艦.索敵	防御艦.運	防御艦.射程	防御艦.装備1.名前	防御艦.装備1.改修	防御艦.装備1.熟練度	防御艦.装備1.搭載数	防御艦.装備1.戦闘後搭載数	防御艦.装備2.名前	防御艦.装備2.改修	防御艦.装備2.熟練度	防御艦.装備2.搭載数	防御艦.装備2.戦闘後搭載数	防御艦.装備3.名前	防御艦.装備3.改修	防御艦.装備3.熟練度	防御艦.装備3.搭載数	防御艦.装備3.戦闘後搭載数	防御艦.装備4.名前	防御艦.装備4.改修	防御艦.装備4.熟練度	防御艦.装備4.搭載数	防御艦.装備4.戦闘後搭載数	防御艦.装備5.名前	防御艦.装備5.改修	防御艦.装備5.熟練度	防御艦.装備5.搭載数	防御艦.装備5.戦闘後搭載数	防御艦.装備6.名前	防御艦.装備6.改修	防御艦.装備6.熟練度	防御艦.装備6.搭載数	防御艦.装備6.戦闘後搭載数	艦隊種類	敵艦隊種類
11	2023-09-03 15:46:09	サブ島沖海域	マップ:5-3 セル:9	出撃	勝利A	敵鉄底海峡任務部隊 重巡戦隊	120	単縦陣	単縦陣				Ｔ字有利	Loire 130M		2		夜戦	春風改	妙高改二	那智改二	羽黒改二	足柄改二	陽炎改二	通常艦隊	夜戦開始	自軍	0	0	12.7cm連装砲C型改二			1	102	0	6	566	陽炎改二	駆逐艦	49	35	38	38	小破未満	15	14	15	20	18	20	163	高速	78	95	71	54	134	98	81	24	中	12.7cm連装砲C型改二	7	0	0	0	SG レーダー(初期型)	0	0	0	0	SG レーダー(初期型)	0	0	0	0											熟練見張員	0	0			1	1527	重巡リ級 flagship	重巡洋艦			76	76	小破未満			0			0	1	高速	79	58	46	70	0	1	5	0	中	8inch三連装砲					6inch連装速射砲					高速深海魚雷					深海棲艦偵察機															通常艦隊	通常艦隊
12	2023-09-03 15:50:23	サブ島沖海域	マップ:5-3 セル:9	出撃	勝利A	敵鉄底海峡任務部隊 重巡戦隊	120	単縦陣	単縦陣				同航戦	Loire 130M		2		夜戦	春風改	妙高改二	那智改二	羽黒改二	足柄改二	陽炎改二	通常艦隊	夜戦開始	自軍	3	0	試製61cm六連装(酸素)魚雷	試製61cm六連装(酸素)魚雷		1	232	0	1	363	春風改	駆逐艦	84	83	29	29	小破未満	14	13	15	14	13	15	179	高速	41	116	57	38	124	128	79	89	中	試製61cm六連装(酸素)魚雷	10	0	0	0	試製61cm六連装(酸素)魚雷	10	0	0	0	61cm五連装(酸素)魚雷	10	0	0	0											水雷戦隊 熟練見張員	8	0			5	1576	駆逐ロ級後期型	駆逐艦			37	37	小破未満			0			0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲					深海ソナー Mk.II					深海爆雷投射機																				通常艦隊	通常艦隊
13	2023-09-03 15:50:23	サブ島沖海域	マップ:5-3 セル:9	出撃	勝利A	敵鉄底海峡任務部隊 重巡戦隊	120	単縦陣	単縦陣				同航戦	Loire 130M		2		夜戦	春風改	妙高改二	那智改二	羽黒改二	足柄改二	陽炎改二	通常艦隊	夜戦開始	自軍	3	1	試製61cm六連装(酸素)魚雷	試製61cm六連装(酸素)魚雷		1	240	0	1	363	春風改	駆逐艦	84	83	29	29	小破未満	14	13	15	14	13	15	179	高速	41	116	57	38	124	128	79	89	中	試製61cm六連装(酸素)魚雷	10	0	0	0	試製61cm六連装(酸素)魚雷	10	0	0	0	61cm五連装(酸素)魚雷	10	0	0	0											水雷戦隊 熟練見張員	8	0			5	1576	駆逐ロ級後期型	駆逐艦			0	37	轟沈			0			0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲					深海ソナー Mk.II					深海爆雷投射機																				通常艦隊	通常艦隊
14	2023-09-03 15:50:23	サブ島沖海域	マップ:5-3 セル:9	出撃	勝利A	敵鉄底海峡任務部隊 重巡戦隊	120	単縦陣	単縦陣				同航戦	Loire 130M		2		夜戦	重巡リ級	重巡リ級	重巡リ級	軽巡ホ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	夜戦開始	敵軍	2	0	8inch三連装砲	高速深海魚雷		1	3	0	1	1527	重巡リ級 flagship	重巡洋艦			76	76	小破未満			0			0	1	高速	79	58	46	70	0	1	5	0	中	8inch三連装砲					6inch連装速射砲					高速深海魚雷					深海棲艦偵察機															6	566	陽炎改二	駆逐艦	38	27	38	38	小破未満	14	13	15	18	16	20	163	高速	78	95	71	54	134	98	81	24	中	12.7cm連装砲C型改二	7	0	0	0	SG レーダー(初期型)	0	0	0	0	SG レーダー(初期型)	0	0	0	0											熟練見張員	0	0			通常艦隊	通常艦隊
15	2023-09-03 15:50:23	サブ島沖海域	マップ:5-3 セル:9	出撃	勝利A	敵鉄底海峡任務部隊 重巡戦隊	120	単縦陣	単縦陣				同航戦	Loire 130M		2		夜戦	重巡リ級	重巡リ級	重巡リ級	軽巡ホ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	夜戦開始	敵軍	2	1	8inch三連装砲	高速深海魚雷		1	27	0	1	1527	重巡リ級 flagship	重巡洋艦			76	76	小破未満			0			0	1	高速	79	58	46	70	0	1	5	0	中	8inch三連装砲					6inch連装速射砲					高速深海魚雷					深海棲艦偵察機															6	566	陽炎改二	駆逐艦	38	27	35	38	小破未満	14	13	15	18	16	20	163	高速	78	95	71	54	134	98	81	24	中	12.7cm連装砲C型改二	7	0	0	0	SG レーダー(初期型)	0	0	0	0	SG レーダー(初期型)	0	0	0	0											熟練見張員	0	0			通常艦隊	通常艦隊
16	2023-09-03 15:50:23	サブ島沖海域	マップ:5-3 セル:9	出撃	勝利A	敵鉄底海峡任務部隊 重巡戦隊	120	単縦陣	単縦陣				同航戦	Loire 130M		2		夜戦	春風改	妙高改二	那智改二	羽黒改二	足柄改二	陽炎改二	通常艦隊	夜戦開始	自軍	0	0	20.3cm(3号)連装砲			1	157	0	2	319	妙高改二	重巡洋艦	38	27	63	63	小破未満	41	37	45	68	61	75	139	高速	96	90	84	79	106	0	97	38	中	20.3cm(3号)連装砲	0	0	2	2	32号対水上電探	0	0	2	2	32号対水上電探	0	0	4	4	照明弾	0	0	4	4											4	1518	軽巡ホ級 elite	軽巡洋艦			48	48	小破未満			0			0	1	高速	32	40	23	30	0	1	5	0	中	5inch単装高射砲					深海棲艦偵察機																									通常艦隊	通常艦隊
17	2023-09-03 15:50:23	サブ島沖海域	マップ:5-3 セル:9	出撃	勝利A	敵鉄底海峡任務部隊 重巡戦隊	120	単縦陣	単縦陣				同航戦	Loire 130M		2		夜戦	重巡リ級	重巡リ級	重巡リ級	軽巡ホ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	夜戦開始	敵軍	0	0	8inch三連装砲			0	0	0	2	1527	重巡リ級 flagship	重巡洋艦			76	76	小破未満			0			0	1	高速	79	58	46	70	0	1	5	0	中	8inch三連装砲					6inch連装速射砲					高速深海魚雷					深海棲艦偵察機															2	319	妙高改二	重巡洋艦	38	27	63	63	小破未満	41	37	45	68	61	75	139	高速	96	90	84	79	106	0	97	38	中	20.3cm(3号)連装砲	0	0	2	2	32号対水上電探	0	0	2	2	32号対水上電探	0	0	4	4	照明弾	0	0	4	4											通常艦隊	通常艦隊
18	2023-09-03 15:50:23	サブ島沖海域	マップ:5-3 セル:9	出撃	勝利A	敵鉄底海峡任務部隊 重巡戦隊	120	単縦陣	単縦陣				同航戦	Loire 130M		2		夜戦	春風改	妙高改二	那智改二	羽黒改二	足柄改二	陽炎改二	通常艦隊	夜戦開始	自軍	0	0	20.3cm(3号)連装砲			2	227	0	3	192	那智改二	重巡洋艦	38	27	54	63	小破未満	41	37	45	68	61	75	133	高速	96	87	87	78	99	0	97	21	中	20.3cm(3号)連装砲	0	0	2	2	32号対水上電探	0	0	2	2	32号対水上電探	0	0	4	4	照明弾	0	0	4	4											1	1527	重巡リ級 flagship	重巡洋艦			76	76	小破未満			0			0	1	高速	79	58	46	70	0	1	5	0	中	8inch三連装砲					6inch連装速射砲					高速深海魚雷					深海棲艦偵察機															通常艦隊	通常艦隊
19	2023-09-03 15:50:23	サブ島沖海域	マップ:5-3 セル:9	出撃	勝利A	敵鉄底海峡任務部隊 重巡戦隊	120	単縦陣	単縦陣				同航戦	Loire 130M		2		夜戦	重巡リ級	重巡リ級	重巡リ級	軽巡ホ級	駆逐ロ級後期型	駆逐ロ級後期型	通常艦隊	夜戦開始	敵軍	0	0	8inch三連装砲			0	0	0	3	1527	重巡リ級 flagship	重巡洋艦			76	76	小破未満			0			0	1	高速	79	58	46	70	0	1	5	0	中	8inch三連装砲					6inch連装速射砲					高速深海魚雷					深海棲艦偵察機															2	319	妙高改二	重巡洋艦	38	27	63	63	小破未満	41	37	45	68	61	75	139	高速	96	90	84	79	106	0	97	38	中	20.3cm(3号)連装砲	0	0	2	2	32号対水上電探	0	0	2	2	32号対水上電探	0	0	4	4	照明弾	0	0	4	4											通常艦隊	通常艦隊
20	2023-09-03 15:50:23	サブ島沖海域	マップ:5-3 セル:9	出撃	勝利A	敵鉄底海峡任務部隊 重巡戦隊	120	単縦陣	単縦陣				同航戦	Loire 130M		2		夜戦	春風改	妙高改二	那智改二	羽黒改二	足柄改二	陽炎改二	通常艦隊	夜戦開始	自軍	0	0	20.3cm(3号)連装砲			1	138	0	4	194	羽黒改二	重巡洋艦	38	27	44	64	小破	41	37	45	68	61	75	148	高速	99	86	80	78	109	3	100	23	中	20.3cm(3号)連装砲	0	0	2	2	32号対水上電探	0	0	2	2	32号対水上電探	0	0	4	4	Loire 130M	0	7	4	4											3	1527	重巡リ級 flagship	重巡洋艦			76	76	小破未満			0			0	1	高速	79	58	46	70	0	1	5	0	中	8inch三連装砲					6inch連装速射砲					高速深海魚雷					深海棲艦偵察機															通常艦隊	通常艦隊
21	2023-09-03 15:50:23	サブ島沖海域	マップ:5-3 セル:9	出撃	勝利A	敵鉄底海峡任務部隊 重巡戦隊	120	単縦陣	単縦陣				同航戦	Loire 130M		2		夜戦	春風改	妙高改二	那智改二	羽黒改二	足柄改二	陽炎改二	通常艦隊	夜戦開始	自軍	0	0	20.3cm(3号)連装砲			1	161	0	5	193	足柄改二	重巡洋艦	43	32	63	63	小破未満	41	37	45	68	61	75	131	高速	99	86	81	79	101	3	92	23	中	20.3cm(3号)連装砲	0	0	2	2	32号対水上電探	0	0	2	2	32号対水上電探	0	0	4	4	Loire 130M	0	7	4	4											6	1576	駆逐ロ級後期型	駆逐艦			37	37	小破未満			0			0	1	高速	40	66	32	26	0	23	0	0	短	5inch連装砲					深海ソナー Mk.II					深海爆雷投射機																				通常艦隊	通常艦隊
22	2023-09-03 15:52:33	サブ島沖海域	マップ:5-3 セル:9	出撃	勝利S	敵鉄底海峡任務部隊 重巡戦隊	120	単縦陣	単縦陣				Ｔ字有利	九八式水上偵察機(夜偵)		4		夜戦	春風改	高雄改	愛宕改	摩耶改二	鳥海改二	黒潮改二	通常艦隊	夜戦開始	自軍	13	0	試製61cm六連装(酸素)魚雷	試製61cm六連装(酸素)魚雷	水雷戦隊 熟練見張員	1	204	0	1	363	春風改	駆逐艦	83	98	29	29	小破未満	15	14	15	15	14	15	179	高速	41	116	57	38	124	128	79	89	中	試製61cm六連装(酸素)魚雷	10	0	0	0	試製61cm六連装(酸素)魚雷	10	0	0	0	61cm五連装(酸素)魚雷	10	0	0	0											水雷戦隊 熟練見張員	8	0			2	1522	重巡リ級 elite	重巡洋艦			60	60	小破未満			0			0	1	高速	69	42	37	60	0	2	10	0	中	8inch三連装砲					6inch連装速射砲					深海棲艦偵察機					深海棲艦偵察機															通常艦隊	通常艦隊
23	2023-09-03 15:52:33	サブ島沖海域	マップ:5-3 セル:9	出撃	勝利S	敵鉄底海峡任務部隊 重巡戦隊	120	単縦陣	単縦陣				Ｔ字有利	九八式水上偵察機(夜偵)		4		夜戦	春風改	高雄改	愛宕改	摩耶改二	鳥海改二	黒潮改二	通常艦隊	夜戦開始	自軍	13	1	試製61cm六連装(酸素)魚雷	試製61cm六連装(酸素)魚雷	水雷戦隊 熟練見張員	1	208	0	1	363	春風改	駆逐艦	83	98	29	29	小破未満	15	14	15	15	14	15	179	高速	41	116	57	38	124	128	79	89	中	試製61cm六連装(酸素)魚雷	10	0	0	0	試製61cm六連装(酸素)魚雷	10	0	0	0	61cm五連装(酸素)魚雷	10	0	0	0											水雷戦隊 熟練見張員	8	0			2	1522	重巡リ級 elite	重巡洋艦			0	60	轟沈			0			0	1	高速	69	42	37	60	0	2	10	0	中	8inch三連装砲					6inch連装速射砲					深海棲艦偵察機					深海棲艦偵察機															通常艦隊	通常艦隊
